Mean time,Standard deviation
0.00440958,0.0112391

Raw measurements

Timestamp,Measurement
970,0.00220952
971,0.00190232
972,0.00172936
973,0.00176359
974,0.00190202
975,0.00165699
976,0.00167861
977,0.00159813
978,0.0017714
979,0.00176179
980,0.0018813
981,0.00175188
982,0.00173266
983,0.00172425
984,0.00171104
985,0.00176239
986,0.00174347
987,0.00176299
988,0.00187049
989,0.00189181
990,0.00206148
991,0.00185638
992,0.0532215
993,0.0534525
994,0.00423016
995,0.00365511
996,0.00274944
997,0.00257047
998,0.00169182
999,0.00191734
1000,0.00170684
1001,0.00174527
1002,0.00191584
1003,0.00171284
1004,0.00167981
1005,0.00178431
1006,0.00175068
1007,0.00168792
1008,0.00181794
1009,0.00183146
1010,0.00178852
1011,0.00173927
1012,0.00168402
1013,0.00170864
1014,0.00171915
1015,0.00189662
1016,0.00170774
1017,0.00177891
1018,0.0021882
1019,0.00169573
1020,0.00170263
1021,0.00172606
1022,0.00195307
1023,0.00178401
1024,0.00169783
1025,0.0016732
1026,0.00174768
1027,0.00168492
1028,0.00175939
1029,0.00167681
1030,0.00183986
1031,0.0017744
1032,0.00176689
1033,0.00172756
1034,0.00172666
1035,0.00178972
1036,0.00173927
1037,0.00175759
1038,0.0017729
1039,0.00169242
1040,0.00167891
1041,0.00195938
1042,0.0022897
1043,0.00237978
1044,0.00180353
1045,0.00175999
1046,0.00170383
1047,0.00278727
1048,0.00179993
1049,0.00161105
1050,0.00174497
1051,0.00173266
1052,0.00174287
1053,0.0017765
1054,0.00170353
1055,0.00164918
1056,0.00167501
1057,0.00190383
1058,0.00216267
1059,0.00168221
1060,0.00164288
1061,0.0017732
1062,0.00172846
1063,0.00167441
1064,0.0016648
1065,0.00171194
1066,0.00175068
1067,0.00171494
1068,0.00164348
1069,0.0020807
1070,0.00165579
1071,0.00184077
1072,0.00183386
1073,0.001669
1074,0.00165399
1075,0.00191013
1076,0.00168432
1077,0.00176539
1078,0.00158192
1079,0.00162005
1080,0.00196719
1081,0.00185578
1082,0.00158372
1083,0.00202905
1084,0.00195187
1085,0.00160084
1086,0.00166149
1087,0.00154919
1088,0.00160174
